name,genre,rating,country,company,isMajor,released,year,runtime,isLong,isShort,score,votes,star,director,budget,gross,budgetReturn
Wet Hot American Summer,Comedy,R,USA,Eureka Pictures,0,4/11/02,2001,97,0,0,6.7,45495,Janeane Garofalo,David Wain,5000000,292102,0.0584204
Planet of the Apes,Action,PG-13,USA,Twentieth Century Fox Film Corporation,1,7/27/01,2001,119,0,0,5.7,189575,Mark Wahlberg,Tim Burton,100000000,180011740,1.8001174
Super Troopers,Comedy,R,USA,Fox Searchlight Pictures,0,2/15/02,2001,100,0,0,7.1,80904,Jay Chandrasekhar,Jay Chandrasekhar,1200000,18488314,15.40692833
Ocean's Eleven,Crime,PG-13,USA,Warner Bros.,1,12/7/01,2001,116,0,0,7.8,434421,George Clooney,Steven Soderbergh,85000000,183405771,2.157714953
Pearl Harbor,Action,PG-13,USA,Touchstone Pictures,0,5/25/01,2001,183,1,0,6.1,272170,Ben Affleck,Michael Bay,140000000,198542554,1.4181611
Los otros,Horror,PG-13,Spain,Cruise/Wagner Productions,0,8/10/01,2001,101,0,0,7.6,291033,Nicole Kidman,Alejandro Amenábar,17000000,96522687,5.677805118
The Royal Tenenbaums,Comedy,R,USA,Touchstone Pictures,0,1/4/02,2001,110,0,0,7.6,225505,Gene Hackman,Wes Anderson,21000000,52364010,2.493524286
Amor en rojo,Drama,PG-13,Australia,Twentieth Century Fox Film Corporation,1,6/1/01,2001,127,1,0,7.6,236999,Nicole Kidman,Baz Luhrmann,50000000,57386607,1.14773214
Rock Star,Drama,R,USA,Warner Bros.,1,9/7/01,2001,105,0,0,6.2,36324,Mark Wahlberg,Stephen Herek,57000000,17008282,0.298390912
A.I. Artificial Intelligence,Adventure,PG-13,USA,Warner Bros.,1,6/29/01,2001,146,1,0,7.1,255580,Haley Joel Osment,Steven Spielberg,100000000,78616689,0.78616689
Y Tu Mamá También,Adventure,R,Mexico,Anhelo Producciones,0,4/26/02,2001,106,0,0,7.7,97627,Maribel Verdú,Alfonso Cuarón,2000000,13622333,6.8111665
The Princess Diaries,Comedy,G,USA,Walt Disney Pictures,1,8/3/01,2001,111,0,0,6.3,103820,Julie Andrews,Garry Marshall,26000000,108248956,4.163421385
Spy Kids,Action,PG,USA,Dimension Films,0,3/30/01,2001,88,0,0,5.4,90839,Alexa PenaVega,Robert Rodriguez,35000000,112719001,3.220542886
Not Another Teen Movie,Comedy,R,USA,Columbia Pictures Corporation,1,12/14/01,2001,89,0,0,5.7,85003,Chyler Leigh,Joel Gallen,15000000,38252284,2.550152267
The Mummy Returns,Action,PG-13,USA,Universal Pictures,1,5/4/01,2001,130,1,0,6.3,264562,Brendan Fraser,Stephen Sommers,98000000,202019785,2.061426378
Vanilla Sky,Fantasy,R,USA,Paramount Pictures,1,12/14/01,2001,136,1,0,6.9,218433,Tom Cruise,Cameron Crowe,68000000,100614858,1.479630265
A Knight's Tale,Action,PG-13,USA,Columbia Pictures Corporation,1,5/11/01,2001,132,1,0,6.9,146093,Heath Ledger,Brian Helgeland,65000000,56569702,0.870303108
Atlantis: The Lost Empire,Animation,PG,USA,Walt Disney Feature Animation,0,6/15/01,2001,95,0,0,6.8,80961,Michael J. Fox,Gary Trousdale,120000000,84052762,0.700439683
Scary Movie 2,Comedy,R,USA,Dimension Films,0,7/4/01,2001,83,0,0,5.3,127881,Anna Faris,Keenen Ivory Wayans,45000000,71308997,1.584644378
Sex and Lucia,Drama,R,Spain,Alicia Produce,0,12/20/02,2001,128,1,0,7.2,31120,Paz Vega,Julio Medem,0,1490177,inf
From Hell,Horror,R,USA,Twentieth Century Fox Film Corporation,1,10/19/01,2001,122,1,0,6.8,131821,Johnny Depp,Albert Hughes,35000000,31602566,0.902930457
Bridget Jones's Diary,Comedy,R,UK,Miramax,0,4/13/01,2001,97,0,0,6.7,188905,Renée Zellweger,Sharon Maguire,25000000,71543427,2.86173708
Thir13en Ghosts,Horror,R,USA,Warner Bros.,1,10/26/01,2001,91,0,0,5.6,69143,Tony Shalhoub,Steve Beck,42000000,41867960,0.99685619
Original Sin,Drama,R,France,Metro-Goldwyn-Mayer (MGM),0,8/3/01,2001,116,0,0,6,47417,Antonio Banderas,Michael Cristofer,42000000,16252765,0.386970595
American Pie 2,Comedy,R,USA,LivePlanet,0,8/10/01,2001,108,0,0,6.4,211629,Jason Biggs,J.B. Rogers,30000000,145103595,4.8367865
Enemy at the Gates,Drama,R,UK,Swanford Films,0,3/16/01,2001,131,1,0,7.6,205191,Jude Law,Jean-Jacques Annaud,68000000,51401758,0.755908206
Zoolander,Comedy,PG-13,Germany,Paramount Pictures,1,9/28/01,2001,90,0,0,6.6,215281,Ben Stiller,Ben Stiller,28000000,45172250,1.613294643
I Am Sam,Drama,PG-13,USA,New Line Cinema,0,1/25/02,2001,132,1,0,7.6,128721,Sean Penn,Jessie Nelson,22000000,40311852,1.832356909
The Piano Teacher,Drama,R,Austria,Arte France Cinéma,0,9/5/01,2001,131,1,0,7.4,43270,Isabelle Huppert,Michael Haneke,0,1900282,inf
Serendipity,Comedy,PG-13,USA,Miramax,0,10/5/01,2001,90,0,0,6.9,91590,John Cusack,Peter Chelsom,28000000,50294317,1.796225607
Jurassic Park III,Action,PG-13,USA,Universal Pictures,1,7/18/01,2001,92,0,0,5.9,239644,Sam Neill,Joe Johnston,93000000,181171875,1.948084677
Ali,Biography,R,USA,Columbia Pictures Corporation,1,12/25/01,2001,157,1,0,6.8,83314,Will Smith,Michael Mann,107000000,58203105,0.543954252
Monster's Ball,Drama,R,USA,Lee Daniels Entertainment,0,3/1/02,2001,111,0,0,7.1,74601,Billy Bob Thornton,Marc Forster,4000000,31252964,7.813241
Jay and Silent Bob Strike Back,Comedy,R,USA,Dimension Films,0,8/24/01,2001,104,0,0,6.9,134314,Jason Mewes,Kevin Smith,22000000,30059386,1.366335727
Ghost World,Comedy,R,USA,United Artists,0,9/21/01,2001,111,0,0,7.4,101596,Steve Buscemi,Terry Zwigoff,7000000,6217849,0.888264143
Rat Race,Adventure,PG-13,USA,Paramount Pictures,1,8/17/01,2001,112,0,0,6.4,97606,Breckin Meyer,Jerry Zucker,48000000,56618055,1.179542813
Josie and the Pussycats,Comedy,PG-13,Canada,Universal Pictures,1,4/11/01,2001,98,0,0,5.3,19643,Rachael Leigh Cook,Harry Elfont,39000000,14252830,0.365457179
K-PAX,Drama,PG-13,USA,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,0,10/26/01,2001,120,0,0,7.4,158661,Kevin Spacey,Iain Softley,68000000,50338485,0.740271838
Shallow Hal,Comedy,PG-13,USA,Twentieth Century Fox Film Corporation,1,11/9/01,2001,114,0,0,5.9,114670,Jack Black,Bobby Farrelly,40000000,70836296,1.7709074
The Score,Crime,R,USA,Paramount Pictures,1,7/13/01,2001,124,1,0,6.8,107003,Robert De Niro,Frank Oz,68000000,71069884,1.045145353
How High,Comedy,R,USA,Jersey Films,0,12/21/01,2001,93,0,0,6.3,45777,Method Man,Jesse Dylan,20000000,31155435,1.55777175
Jason X,Action,R,USA,New Line Cinema,0,4/26/02,2001,91,0,0,4.4,41959,Kane Hodder,James Isaac,11000000,13121555,1.192868636
Swordfish,Action,R,USA,Jonathan Krane Group,0,6/8/01,2001,99,0,0,6.5,161863,John Travolta,Dominic Sena,102000000,69772969,0.684048716
The Pledge,Crime,R,USA,Morgan Creek Productions,0,1/19/01,2001,124,1,0,6.8,45224,Jack Nicholson,Sean Penn,35000000,19719930,0.563426571
Session 9,Horror,R,USA,USA Films,0,9/14/01,2001,100,0,0,6.5,46688,David Caruso,Brad Anderson,1500000,378176,0.252117333
Waking Life,Animation,R,USA,Fox Searchlight Pictures,0,11/16/01,2001,99,0,0,7.8,52974,Ethan Hawke,Richard Linklater,0,2892011,inf
Rush Hour 2,Action,PG-13,USA,New Line Cinema,0,8/3/01,2001,90,0,0,6.6,171603,Jackie Chan,Brett Ratner,90000000,226164286,2.512936511
Frailty,Crime,R,USA,David Kirschner Productions,0,4/12/02,2001,100,0,0,7.3,65717,Bill Paxton,Bill Paxton,11000000,13103828,1.191257091
Joe Dirt,Adventure,PG-13,USA,Columbia Pictures Corporation,1,4/11/01,2001,91,0,0,5.9,44133,David Spade,Dennie Gordon,17700000,27087695,1.530378249
Bully,Biography,R,USA,StudioCanal,0,6/28/02,2001,108,0,0,7,30774,Brad Renfro,Larry Clark,0,1537670,inf
The Mexican,Adventure,R,USA,DreamWorks,0,3/2/01,2001,123,1,0,6.1,91818,Brad Pitt,Gore Verbinski,57000000,66808615,1.172080965
The Devil's Backbone,Drama,R,Spain,"Deseo, El",0,10/19/07,2001,106,0,0,7.5,51628,Marisa Paredes,Guillermo del Toro,4500000,754749,0.167722
Joy Ride,Mystery,R,USA,Regency Enterprises,0,10/5/01,2001,97,0,0,6.6,56355,Steve Zahn,John Dahl,23000000,21973182,0.955355739
Along Came a Spider,Drama,R,USA,Paramount Pictures,1,4/6/01,2001,104,0,0,6.3,62868,Morgan Freeman,Lee Tamahori,60000000,74078174,1.234636233
The Man Who Wasn't There,Crime,R,USA,Good Machine,0,11/16/01,2001,116,0,0,7.6,90712,Billy Bob Thornton,Joel Coen,20000000,7494849,0.37474245
Save the Last Dance,Drama,PG-13,USA,Cort/Madden Productions,0,1/12/01,2001,112,0,0,6.2,50689,Julia Stiles,Thomas Carter,13000000,91057006,7.004385077
Behind Enemy Lines,Action,PG-13,USA,Twentieth Century Fox Film Corporation,1,11/30/01,2001,106,0,0,6.4,90731,Gene Hackman,John Moore,40000000,59068786,1.47671965
Gosford Park,Comedy,R,UK,USA Films,0,1/18/02,2001,131,1,0,7.3,68601,Maggie Smith,Robert Altman,19800000,41308615,2.086293687
Bubble Boy,Adventure,PG-13,USA,Bandeira Entertainment,0,8/24/01,2001,84,0,0,5.6,27008,Jake Gyllenhaal,Blair Hayes,13000000,5002310,0.384793077
Evolution,Comedy,PG-13,USA,Columbia Pictures Corporation,1,6/8/01,2001,101,0,0,6.1,106732,David Duchovny,Ivan Reitman,80000000,38345494,0.479318675
Brotherhood of the Wolf,Action,R,France,Canal+,0,2/1/02,2001,142,1,0,7.1,55046,Samuel Le Bihan,Christophe Gans,0,11260096,inf
Juego de espías,Action,R,Germany,Universal Pictures,1,11/21/01,2001,126,1,0,7.1,127397,Robert Redford,Tony Scott,115000000,26871,0.000233661
Baby Boy,Crime,R,USA,Columbia Pictures,0,6/27/01,2001,130,1,0,6.4,10533,AlexSandra Wright,John Singleton,16000000,28734552,1.7959095
Kate & Leopold,Comedy,PG-13,USA,Konrad Pictures,0,12/25/01,2001,118,0,0,6.4,69008,Meg Ryan,James Mangold,48000000,47121859,0.981705396
Heartbreakers,Comedy,PG-13,USA,Davis Entertainment,0,3/23/01,2001,123,1,0,6.2,46273,Sigourney Weaver,David Mirkin,35000000,40334024,1.152400686
Ghosts of Mars,Action,R,USA,Screen Gems,0,8/24/01,2001,98,0,0,4.9,45304,Natasha Henstridge,John Carpenter,28000000,8434601,0.30123575
Don't Say a Word,Drama,R,USA,Regency Enterprises,0,9/28/01,2001,113,0,0,6.3,42609,Michael Douglas,Gary Fleder,50000000,55001642,1.10003284
Osmosis Jones,Animation,PG,USA,Warner Bros.,1,8/10/01,2001,95,0,0,6.3,27295,Laurence Fishburne,Bobby Farrelly,70000000,13596911,0.194241586
Cocodrilo Dundee en Hollywood,Adventure,PG,Australia,Bungalow Productions,0,4/20/01,2001,92,0,0,4.8,20819,Paul Hogan,Simon Wincer,21150000,25635682,1.212088983
The Believer,Drama,R,USA,Fuller Films,0,8/23/01,2001,98,0,0,7.2,32324,Ryan Gosling,Henry Bean,1500000,406035,0.27069
Sweet November,Drama,PG-13,USA,Warner Bros.,1,2/16/01,2001,119,0,0,6.7,74702,Keanu Reeves,Pat O'Connor,40000000,25288103,0.632202575
Bandits,Comedy,PG-13,USA,Metro-Goldwyn-Mayer (MGM),0,10/12/01,2001,123,1,0,6.5,59465,Bruce Willis,Barry Levinson,75000000,41575141,0.554335213
The Last Castle,Action,R,USA,DreamWorks,0,10/19/01,2001,131,1,0,6.9,60328,Robert Redford,Rod Lurie,72000000,18208078,0.252889972
Valentine,Horror,R,USA,Warner Bros.,1,2/2/01,2001,96,0,0,4.7,21498,Denise Richards,Jamie Blanks,10000000,20384136,2.0384136
The Wedding Planner,Comedy,PG-13,Germany,Columbia Pictures Corporation,1,1/26/01,2001,103,0,0,5.2,65818,Jennifer Lopez,Adam Shankman,35000000,60400856,1.725738743
Lagaan: Once Upon a Time in India,Adventure,PG,India,Aamir Khan Productions,0,5/8/02,2001,224,1,0,8.2,82703,Aamir Khan,Ashutosh Gowariker,6000000,70147,0.011691167
Shaolin Soccer,Action,PG,Hong Kong,Star Overseas,0,7/12/01,2001,113,0,0,7.3,62092,Stephen Chow,Stephen Chow,10000000,488872,0.0488872
The Experiment,Drama,R,Germany,Typhoon,0,11/15/02,2001,114,0,0,7.8,82797,Moritz Bleibtreu,Oliver Hirschbiegel,0,141072,inf
15 Minutes,Action,R,USA,New Line Cinema,0,3/9/01,2001,120,0,0,6.1,44327,Robert De Niro,John Herzfeld,60000000,24403552,0.406725867
Hearts in Atlantis,Drama,PG-13,USA,Castle Rock Entertainment,0,9/28/01,2001,101,0,0,6.9,32102,Anthony Hopkins,Scott Hicks,31000000,24185781,0.780186484
Pootie Tang,Comedy,PG-13,USA,Paramount Pictures,1,6/29/01,2001,81,0,0,5.2,11971,Chris Rock,Louis C.K.,7000000,3293258,0.470465429
Intimidad,Drama,R,France,Téléma,0,2/8/02,2001,119,0,0,6.2,9815,Mark Rylance,Patrice Chéreau,0,103440,inf
The Majestic,Drama,PG,USA,Castle Rock Entertainment,0,12/21/01,2001,152,1,0,6.9,47073,Jim Carrey,Frank Darabont,72000000,27807266,0.386212028
Life as a House,Drama,R,USA,Winkler Films,0,11/9/01,2001,125,1,0,7.5,40296,Hayden Christensen,Irwin Winkler,27000000,15652637,0.579727296
Kiss of the Dragon,Action,R,France,Twentieth Century Fox Film Corporation,1,7/6/01,2001,98,0,0,6.6,55439,Jet Li,Chris Nahon,25000000,36845124,1.47380496
Someone Like You...,Comedy,PG-13,USA,Fox 2000 Pictures,0,3/30/01,2001,97,0,0,6.1,21020,Ashley Judd,Tony Goldwyn,23000000,27338033,1.18861013
America's Sweethearts,Comedy,PG-13,USA,Revolution Studios,0,7/20/01,2001,102,0,0,5.7,49618,Julia Roberts,Joe Roth,46000000,93607673,2.034949413
Riding in Cars with Boys,Biography,PG-13,USA,Columbia Pictures,0,10/19/01,2001,132,1,0,6.5,23914,Drew Barrymore,Penny Marshall,48000000,30165536,0.628448667
Jimmy Neutron: Boy Genius,Animation,G,USA,Paramount Pictures,1,12/21/01,2001,82,0,0,6,25867,Debi Derryberry,John A. Davis,30000000,80936232,2.6978744
Heist,Action,R,Canada,Morgan Creek Productions,0,11/9/01,2001,109,0,0,6.5,29165,Gene Hackman,David Mamet,39000000,47239,0.001211256
Out Cold,Comedy,PG-13,USA,Touchstone Pictures,0,11/21/01,2001,89,0,0,6.3,15136,Flex Alexander,Brendan Malloy,24000000,13903262,0.579302583
Cats & Dogs,Action,PG,USA,Warner Bros.,1,7/4/01,2001,87,0,0,5.1,48987,Alec Baldwin,Lawrence Guterman,60000000,93385515,1.55642525
The Glass House,Crime,PG-13,USA,Columbia Pictures Corporation,1,9/14/01,2001,106,0,0,5.8,27097,Diane Lane,Daniel Sackheim,30000000,18001232,0.600041067
The One,Action,PG-13,USA,Revolution Studios,0,11/2/01,2001,87,0,0,5.9,81803,Jet Li,James Wong,49000000,43905746,0.896035633
O,Drama,R,USA,Chickie the Cop,0,8/31/01,2001,95,0,0,6.2,17805,Mekhi Phifer,Tim Blake Nelson,5000000,16017403,3.2034806
Lost and Delirious,Drama,R,Canada,Cité-Amérique,0,9/20/01,2001,103,0,0,7,17910,Piper Perabo,Léa Pool,0,302365,inf
Get Over It,Comedy,PG-13,USA,Miramax,0,3/9/01,2001,87,0,0,5.8,16224,Kirsten Dunst,Tommy O'Haver,22000000,11560259,0.525466318
Final Fantasy: The Spirits Within,Animation,PG-13,USA,Chris Lee Productions,0,7/11/01,2001,106,0,0,6.4,75443,Alec Baldwin,Hironobu Sakaguchi,137000000,32131830,0.234538905
Saving Silverman,Action,PG-13,USA,Columbia Pictures Corporation,1,2/9/01,2001,90,0,0,5.9,34712,Jason Biggs,Dennis Dugan,22000000,19351569,0.879616773
Secret Ballot,Comedy,G,Iran,Payam Films,0,10/26/01,2001,100,0,0,6.7,1107,Nassim Abdi,Babak Payami,0,114183,inf
In the Bedroom,Crime,R,USA,Good Machine,0,2/8/02,2001,130,1,0,7.5,33720,Tom Wilkinson,Todd Field,1700000,35930604,21.13564941
Formula 51,Action,R,UK,Alliance Atlantis Communications,0,10/18/02,2001,93,0,0,6.3,44231,Samuel L. Jackson,Ronny Yu,28000000,5204007,0.185857393
Enigma,Drama,R,UK,Manhattan Pictures International,0,6/7/02,2001,119,0,0,6.4,18387,Dougray Scott,Michael Apted,0,4298329,inf
Summer Catch,Comedy,PG-13,USA,Warner Bros.,1,8/24/01,2001,108,0,0,5,13643,Freddie Prinze Jr.,Michael Tollin,34000000,19693891,0.579232088
The Anniversary Party,Comedy,R,USA,Fine Line Features,0,6/29/01,2001,115,0,0,6.3,7603,Alan Cumming,Alan Cumming,0,4013506,inf
Cowboy Bebop: The Movie,Animation,R,Japan,Bandai Visual Company,0,5/16/03,2001,115,0,0,7.9,35003,Beau Billingslea,Shinichirô Watanabe,0,1000045,inf
Freddy Got Fingered,Comedy,R,USA,Regency Enterprises,0,4/20/01,2001,87,0,0,4.5,41235,Tom Green,Tom Green,14000000,14249005,1.017786071
Mean Machine,Comedy,R,UK,Paramount Pictures,1,12/26/01,2001,99,0,0,6.5,31212,Vinnie Jones,Barry Skolnick,0,92770,inf
Sugar & Spice,Comedy,PG-13,USA,New Line Cinema,0,1/26/01,2001,81,0,0,5.6,12035,Marla Sokoloff,Francine McDougall,11000000,13276953,1.206995727
Monkeybone,Animation,PG-13,USA,Twentieth Century Fox Film Corporation,1,2/23/01,2001,93,0,0,4.7,15048,Brendan Fraser,Henry Selick,75000000,5411999,0.072159987
Hardball,Drama,PG-13,USA,Paramount Pictures,1,9/14/01,2001,106,0,0,6.4,23931,Keanu Reeves,Brian Robbins,32000000,40219708,1.256865875
The Tailor of Panama,Comedy,R,USA,Columbia Pictures Corporation,1,3/30/01,2001,109,0,0,6.1,25012,Pierce Brosnan,John Boorman,18000000,13729742,0.762763444
Domestic Disturbance,Crime,PG-13,USA,Paramount Pictures,1,11/2/01,2001,89,0,0,5.5,22199,John Travolta,Harold Becker,75000000,45207112,0.602761493
Driven,Action,PG-13,USA,Franchise Pictures,0,4/27/01,2001,116,0,0,4.5,35770,Sylvester Stallone,Renny Harlin,94000000,32616869,0.346987968
Captain Corelli's Mandolin,Drama,R,UK,Universal Pictures,1,8/17/01,2001,131,1,0,5.9,29405,Nicolas Cage,John Madden,57000000,25543895,0.448138509
Hedwig and the Angry Inch,Comedy,R,USA,Killer Films,0,8/31/01,2001,95,0,0,7.8,27739,John Cameron Mitchell,John Cameron Mitchell,6000000,3029081,0.504846833
Buffalo Soldiers,Comedy,R,UK,FilmFour,0,10/31/02,2001,98,0,0,6.9,21383,Joaquin Phoenix,Gregor Jordan,15000000,353743,0.023582867
The Animal,Comedy,PG-13,USA,Revolution Studios,0,6/1/01,2001,84,0,0,4.8,50142,Rob Schneider,Luke Greenfield,47000000,57743062,1.228575787
Head Over Heels,Comedy,PG-13,USA,Universal Pictures,1,2/2/01,2001,86,0,0,5.4,12325,Monica Potter,Mark Waters,14000000,10397365,0.742668929
Black Knight,Adventure,PG-13,USA,Twentieth Century Fox Film Corporation,1,11/21/01,2001,95,0,0,4.8,32829,Martin Lawrence,Gil Junger,50000000,33422806,0.66845612
The Center of the World,Drama,UNRATED,USA,Artisan Entertainment,0,5/18/01,2001,88,0,0,5.9,4177,Shane Edelman,Wayne Wang,0,1096037,inf
Knockaround Guys,Crime,R,USA,New Line Cinema,0,10/11/02,2001,92,0,0,6.1,20533,Jennifer Baxter,Brian Koppelman,0,11632420,inf
Tierra de nadie,Drama,R,France,Noé Productions,0,5/24/02,2001,98,0,0,8,39646,Branko Djuric,Danis Tanovic,0,1059830,inf
Crazy/Beautiful,Drama,PG-13,USA,Touchstone Pictures,0,6/29/01,2001,99,0,0,6.5,22201,Kirsten Dunst,John Stockwell,13000000,16929123,1.302240231
3000 Miles to Graceland,Action,R,USA,Franchise Pictures,0,2/23/01,2001,125,1,0,5.9,39439,Kurt Russell,Demian Lichtenstein,62000000,15738632,0.253848903
Iris,Biography,R,UK,British Broadcasting Corporation (BBC),0,3/29/02,2001,91,0,0,7.1,15426,Judi Dench,Richard Eyre,5500000,1292119,0.234930727
Exit Wounds,Action,R,USA,Warner Bros.,1,3/16/01,2001,101,0,0,5.5,28779,Steven Seagal,Andrzej Bartkowiak,50000000,51758599,1.03517198
One Night at McCool's,Comedy,R,USA,October Films,0,4/27/01,2001,93,0,0,6.1,26528,Liv Tyler,Harald Zwart,18000000,6290673,0.349481833
The Shipping News,Drama,R,USA,Miramax,0,1/18/02,2001,111,0,0,6.8,29749,Kevin Spacey,Lasse Hallström,35000000,11434216,0.326691886
Pulse,Horror,R,Japan,Daiei Eiga,0,11/9/05,2001,118,0,0,6.6,12875,Haruhiko Katô,Kiyoshi Kurosawa,0,49046,inf
Antitrust,Action,PG-13,USA,Metro-Goldwyn-Mayer (MGM),0,1/12/01,2001,105,0,0,6.1,26399,Ryan Phillippe,Peter Howitt,30000000,10965209,0.365506967
Angel Eyes,Drama,R,USA,Franchise Pictures,0,5/18/01,2001,102,0,0,5.6,20298,Jennifer Lopez,Luis Mandoki,53000000,24044532,0.453670415
Crush,Comedy,R,UK,Film Council,0,6/7/02,2001,108,0,0,5.9,3351,Andie MacDowell,John McKay,0,1080072,inf
Max Keeble's Big Move,Comedy,PG,USA,Walt Disney Pictures,1,10/5/01,2001,86,0,0,5.4,6177,Alex D. Linz,Tim Hill,25000000,17292381,0.69169524
Estrenando Cuerpo,Comedy,PG-13,Germany,3 Arts Entertainment,0,2/16/01,2001,87,0,0,5.4,19724,Chris Rock,Chris Weitz,49000000,64186502,1.309928612
L.I.E.,Crime,R,USA,Alter Ego Entertainment,0,11/14/03,2001,97,0,0,7.2,8842,Brian Cox,Michael Cuesta,700000,1141829,1.631184286
Kabhi Khushi Kabhie Gham...,Drama,Not specified,India,Dharma Productions,0,12/14/01,2001,210,1,0,7.5,34762,Shah Rukh Khan,Karan Johar,0,2902000,inf
Town & Country,Comedy,R,USA,New Line Cinema,0,4/27/01,2001,104,0,0,4.4,4284,Warren Beatty,Peter Chelsom,90000000,6719973,0.074666367
American Outlaws,Action,PG-13,USA,Morgan Creek Productions,0,8/17/01,2001,94,0,0,6,12534,Colin Farrell,Les Mayfield,35000000,13264986,0.3789996
Impostor,Drama,R,USA,Dimension Films,0,1/4/02,2001,95,0,0,6.2,20767,Shane Brolly,Gary Fleder,40000000,6114237,0.152855925
Human Nature,Comedy,R,France,Fine Line Features,0,4/12/02,2001,96,0,0,6.4,16067,Tim Robbins,Michel Gondry,0,695876,inf
What's the Worst That Could Happen?,Comedy,PG-13,USA,Metro-Goldwyn-Mayer (MGM),0,6/1/01,2001,94,0,0,5.5,13245,Martin Lawrence,Sam Weisman,60000000,32095318,0.534921967
Texas Rangers,Action,PG-13,USA,Greisman Productions,0,11/30/01,2001,90,0,0,5.2,4922,James Van Der Beek,Steve Miner,38000000,623374,0.016404579
Tomcats,Comedy,R,USA,Revolution Studios,0,3/30/01,2001,95,0,0,5.3,15912,Shannon Elizabeth,Gregory Poirier,11000000,13558739,1.232612636
Birthday Girl,Comedy,R,UK,FilmFour,0,2/1/02,2001,93,0,0,6.1,22359,Nicole Kidman,Jez Butterworth,13000000,4919896,0.378453538
Monsoon Wedding,Comedy,R,India,IFC Productions,0,4/26/02,2001,114,0,0,7.4,20856,Naseeruddin Shah,Mira Nair,0,13876974,inf
Sangre caníbal,Horror,NOT RATED,France,Arte France Cinéma,0,7/11/01,2001,101,0,0,6,5701,Vincent Gallo,Claire Denis,0,9189,inf
The Curse of the Jade Scorpion,Comedy,PG-13,USA,DreamWorks,0,8/24/01,2001,103,0,0,6.8,33870,Greg Stebner,Woody Allen,33000000,7496522,0.227167333
Kissing Jessica Stein,Comedy,R,USA,Fox Searchlight Pictures,0,4/5/02,2001,97,0,0,6.6,14583,Jennifer Westfeldt,Charles Herman-Wurmfeld,1000000,7022940,7.02294
Dr. Dolittle 2,Comedy,PG,USA,Twentieth Century Fox Film Corporation,1,6/22/01,2001,87,0,0,4.7,36199,Eddie Murphy,Steve Carr,70000000,112952899,1.613612843
Tape,Drama,R,USA,Detour Filmproduction,0,7/12/02,2001,86,0,0,7.3,16687,Ethan Hawke,Richard Linklater,100000,490475,4.90475
Made,Comedy,R,USA,Artisan Entertainment,0,8/31/01,2001,95,0,0,6.4,15620,Vince Vaughn,Jon Favreau,5000000,5308707,1.0617414
Just Visiting,Comedy,PG-13,France,Gaumont,0,4/6/01,2001,88,0,0,5.8,16103,Jean Reno,Jean-Marie Poiré,35000000,4777007,0.136485914
Glitter,Drama,PG-13,USA,Twentieth Century Fox Film Corporation,1,9/21/01,2001,104,0,0,2.2,20019,Mariah Carey,Vondie Curtis-Hall,22000000,4273372,0.194244182
Millennium Actress,Animation,PG,Japan,Bandai Visual Company,0,9/14/02,2001,87,0,0,7.9,16917,Miyoko Shôji,Satoshi Kon,0,37285,inf
Fat Girl,Drama,NOT RATED,France,Arte France Cinéma,0,3/7/01,2001,100,0,0,6.5,8715,Anaïs Reboux,Catherine Breillat,0,724116,inf
